time,use,gen,House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1451624427,2.642516667,0.002033333,2.642516667,8.33E-05,0.49875,0.575566667,0.255533333,0.004566667,0.007033333,0.012666667,0.0004,0.000583333,1.67E-05,0.088066667,0.0015,1.040766667,0.001366667,0.002033333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624428,1.73935,0.003133333,1.73935,0.0001,0.49445,0.48835,0.255816667,0.00475,0.007016667,0.012716667,0.000616667,0.000316667,1.67E-05,0.113516667,0.001166667,0.004383333,0.001583333,0.003133333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624429,1.1872,0.003083333,1.1872,0.00025,0.453816667,0.062883333,0.256033333,0.004566667,0.024716667,0.0125,0.0007,0.0006,0,0.031766667,0.001066667,0.0045,0.001166667,0.003083333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624430,1.19095,0.003083333,1.19095,0.000216667,0.3874,0.061883333,0.256866667,0.004933333,0.101783333,0.012533333,0.0007,0.000583333,1.67E-05,0.03175,0.00105,0.0045,0.00115,0.003083333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624431,0.833083333,0.003066667,0.833083333,1.67E-05,0.02065,0.063066667,0.254583333,0.004816667,0.097183333,0.013016667,0.000666667,0.000216667,1.67E-05,0.03175,0.001066667,0.0045,0.001166667,0.003066667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624432,0.834283333,0.003066667,0.834283333,0,0.020616667,0.062033333,0.25655,0.004816667,0.100833333,0.013033333,0.000666667,0.00025,1.67E-05,0.031733333,0.00105,0.004516667,0.0012,0.003066667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624433,0.840433333,0.003066667,0.840433333,1.67E-05,0.0206,0.06265,0.256016667,0.004816667,0.10915,0.013033333,0.00065,0.00025,0,0.031683333,0.001066667,0.0045,0.001183333,0.003066667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624434,0.869733333,0.00305,0.869733333,1.67E-05,0.02055,0.061916667,0.256183333,0.004816667,0.113066667,0.012983333,0.000666667,0.000233333,0,0.031833333,0.001066667,0.004533333,0.001233333,0.00305,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624435,0.853883333,0.00305,0.853883333,0,0.020566667,0.063733333,0.2553,0.005216667,0.114266667,0.013,0.000666667,0.00025,0,0.03175,0.001066667,0.004516667,0.00115,0.00305,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624436,0.8491,0.003083333,0.8491,1.67E-05,0.0206,0.063483333,0.256683333,0.004816667,0.116666667,0.013033333,0.000666667,0.00025,1.67E-05,0.0318,0.00105,0.004516667,0.001166667,0.003083333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624437,1.013333333,0.00305,1.013333333,0,0.020933333,0.198366667,0.2542,0.004883333,0.119133333,0.013116667,0.00065,0.000183333,0,0.0317,0.001066667,0.0045,0.001216667,0.00305,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624438,1.3159,0.003033333,1.3159,1.67E-05,0.0214,0.415216667,0.2478,0.004983333,0.120566667,0.013316667,0.000583333,0.0001,1.67E-05,0.086216667,0.00115,0.00445,0.00135,0.003033333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624439,1.654516667,0.00305,1.654516667,6.67E-05,0.022033333,0.680333333,0.23785,0.005116667,0.122116667,0.01355,0.00055,1.67E-05,1.67E-05,0.119366667,0.0012,0.00445,0.001483333,0.00305,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624440,1.582083333,0.003066667,1.582083333,5.00E-05,0.02205,0.681716667,0.242433333,0.00555,0.1224,0.01355,0.000566667,1.67E-05,3.33E-05,0.031666667,0.001083333,0.004483333,0.001166667,0.003066667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624441,1.440416667,0.0032,1.440416667,5.00E-05,0.0219,0.618516667,0.246733333,0.005133333,0.122366667,0.013483333,0.000616667,3.33E-05,0,0.03155,0.00105,0.004383333,0.001383333,0.0032,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624442,1.42185,0.00305,1.42185,3.33E-05,0.021783333,0.592583333,0.202433333,0.005133333,0.122,0.013433333,0.000583333,1.67E-05,1.67E-05,0.0316,0.001066667,0.004483333,0.001216667,0.00305,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624443,0.7322,0.00305,0.7322,1.67E-05,0.020733333,0.142666667,0.043333333,0.0408,0.122133333,0.013083333,0.000566667,1.67E-05,0,0.031883333,0.001016667,0.0045,0.001216667,0.00305,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624444,0.523216667,0.003366667,0.523216667,1.67E-05,0.086866667,0.062966667,0.043383333,0.005,0.122116667,0.012933333,0.000716667,8.33E-05,1.67E-05,0.03185,0.001033333,0.0043,0.001516667,0.003366667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624445,0.50875,0.00335,0.50875,0,0.064783333,0.064533333,0.043383333,0.005,0.122316667,0.013,0.000716667,6.67E-05,0,0.03185,0.001016667,0.0043,0.001516667,0.00335,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624446,0.613583333,0.003333333,0.613583333,3.33E-05,0.11965,0.0639,0.043416667,0.00495,0.122266667,0.01285,0.0007,0.000133333,0,0.03415,0.001016667,0.004316667,0.0015,0.003333333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624447,0.917666667,0.00335,0.917666667,0.000133333,0.311366667,0.063033333,0.0436,0.004766667,0.12215,0.0126,0.000683333,0.000333333,0,0.17555,0.00125,0.00425,0.001833333,0.00335,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624448,0.9594,0.003366667,0.9594,0.000266667,0.500116667,0.06225,0.043666667,0.00465,0.12225,0.012333333,0.000716667,0.000466667,1.67E-05,0.036783333,0.001016667,0.004266667,0.001483333,0.003366667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624449,0.918633333,0.003383333,0.918633333,0.000266667,0.47045,0.062633333,0.043716667,0.004683333,0.1223,0.0124,0.000783333,0.000416667,0,0.031633333,0.001033333,0.004266667,0.001466667,0.003383333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624450,0.837,0.003416667,0.837,0.000233333,0.449533333,0.062183333,0.043516667,0.004716667,0.12275,0.012416667,0.000766667,0.000416667,3.33E-05,0.031783333,0.001016667,0.004233333,0.001633333,0.003416667,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624451,0.494866667,0.0034,0.494866667,3.33E-05,0.0948,0.0639,0.043283333,0.005,0.123116667,0.0129,0.000733333,0.0001,0,0.031766667,0.001,0.004216667,0.001633333,0.0034,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624452,0.5872,0.003433333,0.5872,1.67E-05,0.020833333,0.200883333,0.043166667,0.005133333,0.123616667,0.013133333,0.0007,1.67E-05,0,0.031766667,0.001,0.004233333,0.001616667,0.003433333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624453,0.9307,0.003383333,0.9307,3.33E-05,0.021383333,0.451233333,0.042916667,0.042216667,0.124066667,0.013316667,0.000583333,0.000166667,3.33E-05,0.031766667,0.001,0.004233333,0.001616667,0.003383333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624454,1.36085,0.003433333,1.36085,6.67E-05,0.021883333,0.685333333,0.042616667,0.167066667,0.12385,0.0135,0.000233333,0.0004,1.67E-05,0.031666667,0.001,0.0042,0.001516667,0.003433333,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624455,1.36195,0.0034,1.36195,6.67E-05,0.021866667,0.686983333,0.04265,0.166733333,0.123733333,0.013466667,0.000266667,0.000433333,1.67E-05,0.031716667,0.001,0.004216667,0.001616667,0.0034,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624456,1.149316667,0.00345,1.149316667,6.67E-05,0.021883333,0.657,0.042783333,0.0222,0.12385,0.0135,0.0006,0.00025,1.67E-05,0.031733333,0.001016667,0.004233333,0.001666667,0.00345,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624457,1.032816667,0.0034,1.032816667,5.00E-05,0.0216,0.576016667,0.042733333,0.00875,0.12335,0.013383333,0.000616667,0.000183333,0,0.03165,0.001,0.0042,0.00165,0.0034,36.14,clear-night,0.62,10,Clear,29.26,1016.91,9.18,cloudCover,282,0,24.4,0
1451624458,0.7142,0.003416667,0.7142,3.33E-05,0.021083333,0.309983333,0.043066667,0.005166667,0.123316667,0.013183333,0.000666667,5.00E-05,1.67E-05,0.03175,0.001,0.004233333,0.001633333,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624459,0.497066667,0.003416667,0.497066667,1.67E-05,0.096983333,0.062866667,0.043283333,0.005,0.123283333,0.012883333,0.00075,6.67E-05,1.67E-05,0.031783333,0.001016667,0.004233333,0.0017,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624460,0.465133333,0.00345,0.465133333,1.67E-05,0.0645,0.062633333,0.04325,0.005016667,0.12335,0.01295,0.000716667,8.33E-05,1.67E-05,0.0318,0.001,0.004233333,0.001633333,0.00345,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624461,0.512933333,0.003416667,0.512933333,1.67E-05,0.111333333,0.063883333,0.0433,0.004966667,0.123866667,0.012883333,0.000733333,8.33E-05,1.67E-05,0.031816667,0.001016667,0.004233333,0.001683333,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624462,0.651283333,0.003416667,0.651283333,1.67E-05,0.114583333,0.0632,0.043283333,0.114166667,0.124266667,0.012916667,0.000466667,3.33E-05,0,0.0318,0.001,0.004233333,0.001666667,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624463,0.71045,0.003433333,0.71045,5.00E-05,0.14205,0.062783333,0.043283333,0.1407,0.124316667,0.012866667,0.000416667,3.33E-05,1.67E-05,0.031816667,0.001033333,0.00425,0.00165,0.003433333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624464,1.195683333,0.0034,1.195683333,0.000266667,0.502566667,0.062733333,0.0436,0.137516667,0.12375,0.012016667,0.00045,0.0004,0,0.031716667,0.001033333,0.004233333,0.001566667,0.0034,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624465,1.184766667,0.003433333,1.184766667,0.00025,0.470266667,0.064116667,0.04355,0.14055,0.1239,0.012033333,0.000466667,0.000366667,0,0.03175,0.001016667,0.004216667,0.00155,0.003433333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624466,1.157433333,0.003416667,1.157433333,0.000283333,0.449333333,0.0631,0.043783333,0.136216667,0.1236,0.01205,0.0005,0.000366667,1.67E-05,0.03165,0.001033333,0.004216667,0.001433333,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624467,0.815616667,0.003416667,0.815616667,5.00E-05,0.09545,0.06185,0.04375,0.136283333,0.12415,0.01255,0.000466667,0.000116667,0,0.03165,0.001016667,0.004233333,0.001433333,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624468,0.61905,0.003433333,0.61905,0,0.020683333,0.091566667,0.0435,0.135716667,0.1245,0.013066667,0.00045,6.67E-05,1.67E-05,0.031733333,0.001,0.00425,0.0015,0.003433333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624469,0.754166667,0.003416667,0.754166667,0,0.020916667,0.205066667,0.043166667,0.135466667,0.124466667,0.01315,0.0004,0.0001,0,0.031833333,0.001,0.00425,0.001583333,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624470,1.042116667,0.003416667,1.042116667,6.67E-05,0.021316667,0.448866667,0.04315,0.13515,0.124483333,0.0133,0.000366667,0.000233333,1.67E-05,0.03155,0.001016667,0.0042,0.001466667,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624471,1.324533333,0.0034,1.324533333,6.67E-05,0.021783333,0.688783333,0.042616667,0.134766667,0.124433333,0.013433333,0.000316667,0.000366667,1.67E-05,0.031666667,0.001,0.0042,0.0015,0.0034,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624472,1.359466667,0.003416667,1.359466667,6.67E-05,0.062083333,0.684833333,0.042633333,0.1343,0.124266667,0.0134,0.000316667,0.000333333,1.67E-05,0.031633333,0.001,0.004183333,0.0016,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624473,1.3133,0.003383333,1.3133,3.33E-05,0.096716667,0.6216,0.042633333,0.13045,0.1241,0.01325,0.000333333,0.000266667,3.33E-05,0.03155,0.001,0.0042,0.001533333,0.003383333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624474,1.603183333,0.003383333,1.603183333,6.67E-05,0.449833333,0.573416667,0.043166667,0.12815,0.123633333,0.012716667,0.000366667,1.67E-05,0,0.031383333,0.001,0.004183333,0.001583333,0.003383333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624475,1.208766667,0.0034,1.208766667,0.000233333,0.496116667,0.138516667,0.043466667,0.126666667,0.123016667,0.01235,0.00045,0.000283333,1.67E-05,0.12705,0.001133333,0.004183333,0.001833333,0.0034,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624476,1.072566667,0.003383333,1.072566667,0.00025,0.49455,0.063866667,0.0435,0.125683333,0.123066667,0.0123,0.00045,0.000316667,3.33E-05,0.07765,0.001066667,0.0042,0.001766667,0.003383333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624477,1.0283,0.003433333,1.0283,0.00025,0.493,0.063183333,0.043466667,0.1253,0.123083333,0.0123,0.000483333,0.0003,1.67E-05,0.031683333,0.001016667,0.0042,0.001633333,0.003433333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624478,1.025233333,0.003383333,1.025233333,0.000266667,0.491666667,0.061983333,0.043483333,0.124933333,0.123216667,0.012316667,0.000483333,0.0003,0,0.03175,0.001016667,0.004216667,0.001516667,0.003383333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624479,1.025866667,0.003416667,1.025866667,0.00025,0.491116667,0.063333333,0.0435,0.124283333,0.123516667,0.01235,0.000483333,0.0003,1.67E-05,0.03175,0.001016667,0.004233333,0.001566667,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624480,1.095533333,0.003383333,1.095533333,0.00025,0.4564,0.062083333,0.043483333,0.123783333,0.123583333,0.01235,0.000433333,0.000316667,1.67E-05,0.1515,0.001183333,0.004183333,0.00185,0.003383333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624481,0.99885,0.0034,0.99885,0.000216667,0.4346,0.063683333,0.0434,0.123433333,0.1237,0.012416667,0.000483333,0.000266667,1.67E-05,0.064383333,0.00105,0.0042,0.001666667,0.0034,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624482,0.584066667,0.0034,0.584066667,1.67E-05,0.0373,0.0624,0.043166667,0.12375,0.12415,0.012933333,0.000433333,1.67E-05,1.67E-05,0.031783333,0.001,0.004233333,0.001616667,0.0034,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624483,0.568116667,0.003433333,0.568116667,0,0.020516667,0.063133333,0.0432,0.123483333,0.12405,0.013,0.000416667,1.67E-05,0,0.031816667,0.001,0.004233333,0.001666667,0.003433333,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624484,0.5922,0.0034,0.5922,0,0.020566667,0.0839,0.043166667,0.123,0.12405,0.013,0.000433333,3.33E-05,0,0.031766667,0.001016667,0.004216667,0.001616667,0.0034,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
1451624485,0.6984,0.003416667,0.6984,0,0.02075,0.173116667,0.043133333,0.122733333,0.1242,0.013066667,0.000433333,8.33E-05,1.67E-05,0.0318,0.001,0.004233333,0.001666667,0.003416667,35.87,partly-cloudy-night,0.61,10,Mostly Cloudy,29.4,1016.25,8.29,0.75,285,0,23.9,0
